snapshot_date,product_id,stock_qty,reorder_point,days_of_stock
2015-01-01,FUR-FU-10000758,63,3.22,410.9
2015-01-01,TEC-MA-10004679,37,1.52,341.5
2015-01-01,OFF-AP-10002495,36,0.89,405.0
2015-01-01,OFF-BI-10002414,37,0.8,462.5
2015-01-01,TEC-AC-10003133,32,0.93,480.0
2015-01-01,TEC-AC-10002006,84,3.03,387.7
2015-01-01,OFF-LA-10002381,54,1.33,405.0
2015-01-01,OFF-FA-10001843,69,1.78,388.1
2015-01-01,OFF-LA-10003077,53,1.33,397.5
2015-01-01,OFF-PA-10003424,34,0.83,408.0
2015-01-01,OFF-PA-10004405,64,1.83,349.1
2015-01-01,FUR-BO-10003965,43,2.1,430.0
2015-01-01,FUR-FU-10002088,42,2.57,343.6
2015-01-01,TEC-AC-10000736,33,1.4,330.0
2015-01-01,FUR-BO-10003966,34,1.75,408.0
2015-01-01,OFF-AP-10000828,50,1.14,437.5
2015-01-01,OFF-AP-10002906,23,0.5,460.0
2015-01-01,OFF-AP-10003860,48,1.11,432.0
2015-01-01,FUR-TA-10001307,39,1.96,417.9
2015-01-01,OFF-PA-10001457,82,2.33,351.4
2015-01-01,OFF-AP-10002082,34,0.78,437.1
2015-01-01,TEC-AC-10003590,81,2.92,388.8
2015-01-01,OFF-PA-10004355,46,1.11,414.0
2015-01-01,OFF-PA-10004947,46,1.33,345.0
2015-01-01,FUR-TA-10004607,36,1.87,405.0
2015-01-01,OFF-PA-10003893,57,1.33,427.5
2015-01-01,TEC-PH-10001817,38,1.5,353.8
2015-01-01,FUR-BO-10000330,42,2.33,378.0
2015-01-01,OFF-BI-10001900,90,2.17,415.4
2015-01-01,FUR-BO-10003159,34,1.9,375.8
2015-01-01,FUR-FU-10001591,55,2.68,430.4
2015-01-01,OFF-LA-10002034,82,2.0,410.0
2015-01-01,OFF-BI-10001628,69,1.76,391.6
2015-01-01,OFF-ST-10000877,49,1.67,294.0
2015-01-01,OFF-AR-10004752,60,1.58,378.9
2015-01-01,OFF-PA-10000675,63,1.48,425.2
2015-01-01,OFF-PA-10001609,68,1.67,408.0
2015-01-01,TEC-PH-10001615,42,1.63,360.0
2015-01-01,TEC-AC-10004568,62,2.47,351.9
2015-01-01,FUR-CH-10001854,46,2.8,345.0
2015-01-01,OFF-AR-10000475,26,0.67,390.0
2015-01-01,TEC-PH-10000455,34,1.56,306.0
2015-01-01,OFF-PA-10001994,32,0.67,480.0
2015-01-01,TEC-AC-10002926,55,1.96,392.9
2015-01-01,TEC-PH-10004897,50,2.0,350.0
2015-01-01,FUR-FU-10001196,70,4.2,350.0
2015-01-01,OFF-PA-10000595,47,1.33,352.5
2015-01-01,OFF-LA-10000443,39,1.07,365.6
2015-01-01,OFF-LA-10001771,45,1.47,306.8
2015-01-01,OFF-AP-10001394,35,0.87,403.8
2015-01-01,FUR-FU-10002553,33,1.75,396.0
2015-01-01,OFF-AP-10004233,60,1.5,400.0
2015-01-01,FUR-CH-10004754,64,3.62,371.6
2015-01-01,OFF-PA-10000809,31,0.73,422.7
2015-01-01,FUR-FU-10002878,31,1.98,328.2
2015-01-01,TEC-PH-10002624,43,1.4,430.0
2015-01-01,TEC-PH-10002885,56,2.22,353.7
2015-01-01,TEC-PH-10000895,55,2.67,288.8
2015-01-01,TEC-MA-10000488,45,1.63,385.7
2015-01-01,OFF-PA-10003729,66,1.5,440.0
2015-01-01,OFF-AP-10001005,43,1.27,339.5
2015-01-01,FUR-CH-10000988,43,3.08,293.2
2015-01-01,FUR-FU-10001986,46,2.45,394.3
2015-01-01,FUR-FU-10004973,57,2.98,402.4
2015-01-01,OFF-ST-10000464,32,0.73,436.4
2015-01-01,OFF-PA-10000528,48,1.17,411.4
2015-01-01,OFF-PA-10003129,48,1.17,411.4
2015-01-01,OFF-AR-10003631,81,2.5,324.0
2015-01-01,OFF-BI-10002133,88,2.0,440.0
2015-01-01,TEC-PH-10004959,26,0.93,390.0
2015-01-01,FUR-BO-10001918,48,2.33,432.0
2015-01-01,FUR-FU-10001617,48,2.45,411.4
2015-01-01,TEC-PH-10002824,61,2.02,422.3
2015-01-01,OFF-PA-10003309,66,1.58,416.8
2015-01-01,OFF-ST-10002554,41,1.07,381.7
2015-01-01,OFF-AR-10002067,53,1.47,361.4
2015-01-01,FUR-TA-10004175,24,1.4,360.0
2015-01-01,FUR-TA-10004767,38,2.1,380.0
2015-01-01,OFF-EN-10002621,25,0.6,416.7
2015-01-01,OFF-LA-10003714,36,0.78,462.9
2015-01-01,FUR-FU-10001889,75,3.78,416.7
2015-01-01,OFF-AR-10003723,42,1.0,420.0
2015-01-01,OFF-PA-10000241,51,1.07,478.1
2015-01-01,OFF-AR-10001446,60,1.33,450.0
2015-01-01,OFF-BI-10001359,53,1.46,363.4
2015-01-01,OFF-EN-10001749,28,0.67,420.0
2015-01-01,OFF-BI-10004390,35,0.89,393.8
2015-01-01,TEC-PH-10004924,37,1.24,416.3
2015-01-01,FUR-CH-10000155,34,1.96,364.3
2015-01-01,OFF-BI-10001757,72,1.88,384.0
2015-01-01,FUR-FU-10004093,55,2.8,412.5
2015-01-01,FUR-FU-10001037,43,2.3,392.6
2015-01-01,OFF-PA-10001878,56,1.43,392.0
2015-01-01,TEC-MA-10003674,46,1.4,460.0
2015-01-01,OFF-LA-10003190,64,1.67,384.0
2015-01-01,TEC-PH-10001809,31,0.93,465.0
2015-01-01,OFF-BI-10003091,57,1.28,446.1
2015-01-01,FUR-CH-10003981,46,2.4,402.5
2015-01-01,OFF-ST-10002562,49,1.33,367.5
2015-01-01,TEC-PH-10004345,76,2.45,434.3
2015-01-01,TEC-PH-10001198,42,1.4,420.0
2015-01-01,OFF-PA-10001972,79,2.06,384.3
2015-01-01,TEC-PH-10002483,41,1.4,410.0
2015-01-01,FUR-BO-10000468,47,2.45,402.9
2015-01-01,TEC-AC-10001284,62,2.24,387.5
2015-01-01,OFF-BI-10002082,82,1.96,418.7
2015-01-01,OFF-ST-10001505,58,1.38,421.8
2015-01-01,OFF-AR-10004582,45,1.17,385.7
2015-01-01,TEC-AC-10002842,46,1.87,345.0
2015-01-01,OFF-AP-10004785,98,2.5,392.0
2015-01-01,TEC-AC-10002217,38,1.48,360.0
2015-01-01,OFF-BI-10002954,36,1.13,317.6
2015-01-01,OFF-AP-10003281,31,1.08,286.2
2015-01-01,OFF-SU-10000898,54,1.61,335.2
2015-01-01,OFF-BI-10001249,43,1.52,283.2
2015-01-01,TEC-AC-10002718,35,1.63,300.0
2015-01-01,TEC-PH-10002352,64,2.33,384.0
2015-01-01,FUR-CH-10003774,72,4.64,326.0
2015-01-01,OFF-AR-10000127,69,1.83,376.4
2015-01-01,TEC-PH-10003811,59,2.05,402.3
2015-01-01,OFF-BI-10002393,40,0.93,428.6
2015-01-01,FUR-TA-10002855,47,2.45,402.9
2015-01-01,OFF-EN-10000781,64,1.67,384.0
2015-01-01,OFF-PA-10002160,53,1.42,374.1
2015-01-01,OFF-AR-10002257,41,1.0,410.0
2015-01-01,OFF-FA-10004395,56,1.5,373.3
2015-01-01,OFF-AP-10002534,45,1.17,385.7
2015-01-01,FUR-BO-10003034,58,3.15,386.7
2015-01-01,OFF-ST-10000943,73,1.83,398.2
2015-01-01,OFF-PA-10000533,29,0.83,348.0
2015-01-01,OFF-ST-10001172,65,1.47,443.2
2015-01-01,OFF-PA-10001661,45,1.0,450.0
2015-01-01,OFF-BI-10004817,52,1.5,346.7
2015-01-01,FUR-CH-10003833,52,2.98,367.1
2015-01-01,FUR-FU-10003142,76,4.2,380.0
2015-01-01,TEC-AC-10001114,45,1.4,450.0
2015-01-01,OFF-FA-10002975,76,2.0,380.0
2015-01-01,OFF-ST-10003996,55,1.56,353.6
2015-01-01,OFF-BI-10002571,37,1.06,350.5
2015-01-01,OFF-PA-10000477,52,1.57,330.9
2015-01-01,OFF-BI-10004209,54,1.56,347.1
2015-01-01,TEC-AC-10002800,52,1.76,412.9
2015-01-01,FUR-TA-10003954,72,4.2,360.0
2015-01-01,TEC-AC-10003289,71,2.43,409.6
2015-01-01,TEC-PH-10002468,34,1.21,392.3
2015-01-01,OFF-PA-10001295,47,1.14,411.2
2015-01-01,OFF-LA-10000248,39,1.06,369.5
2015-01-01,OFF-FA-10004076,61,1.67,366.0
2015-01-01,OFF-LA-10004008,73,1.67,438.0
2015-01-01,OFF-AR-10001177,61,1.56,392.1
2015-01-01,OFF-BI-10001718,77,1.92,401.7
2015-01-01,OFF-AR-10004602,44,1.19,369.6
2015-01-01,OFF-ST-10000078,34,1.43,237.2
2015-01-01,OFF-AR-10004272,32,0.83,384.0
2015-01-01,TEC-PH-10001578,44,1.4,440.0
2015-01-01,OFF-ST-10003638,53,1.4,378.6
2015-01-01,FUR-BO-10002213,39,2.94,278.6
2015-01-01,OFF-EN-10003040,39,0.92,425.5
2015-01-01,TEC-PH-10000923,63,1.96,450.0
2015-01-01,FUR-FU-10003623,52,2.8,390.0
2015-01-01,OFF-AP-10000124,38,1.17,325.7
2015-01-01,OFF-AR-10004511,67,1.83,365.5
2015-01-01,OFF-PA-10003883,46,1.27,363.2
2015-01-01,TEC-PH-10002807,53,1.71,433.6
2015-01-01,FUR-FU-10002364,39,1.92,425.5
2015-01-01,OFF-SU-10001664,38,1.17,325.7
2015-01-01,FUR-TA-10003238,26,1.54,354.5
2015-01-01,TEC-PH-10001536,45,1.4,450.0
2015-01-01,OFF-AR-10004956,50,1.17,428.6
2015-01-01,OFF-AR-10003696,24,0.44,540.0
2015-01-01,OFF-PA-10000551,38,0.83,456.0
2015-01-01,OFF-BI-10004506,31,0.8,387.5
2015-01-01,OFF-PA-10000740,54,1.33,405.0
2015-01-01,FUR-CH-10002084,66,3.22,430.4
2015-01-01,OFF-AP-10000692,40,1.06,378.9
2015-01-01,OFF-AP-10000252,58,1.33,435.0
2015-01-01,FUR-FU-10004748,45,2.1,450.0
2015-01-01,OFF-AR-10000538,71,1.67,426.0
2015-01-01,TEC-PH-10001079,73,2.96,345.8
2015-01-01,OFF-AP-10003842,44,1.33,330.0
2015-01-01,FUR-CH-10000553,79,4.03,412.2
2015-01-01,OFF-AR-10003469,57,1.5,380.0
2015-01-01,OFF-PA-10003790,52,1.44,360.0
2015-01-01,FUR-BO-10002202,23,1.05,460.0
2015-01-01,OFF-AP-10002765,31,0.83,372.0
2015-01-01,OFF-ST-10003692,49,1.17,420.0
2015-01-01,TEC-PH-10001051,46,1.63,394.3
2015-01-01,OFF-AR-10000817,71,1.67,426.0
2015-01-01,OFF-SU-10000952,76,1.83,414.5
2015-01-01,FUR-FU-10004597,30,1.4,450.0
2015-01-01,OFF-BI-10002982,47,1.37,343.9
2015-01-01,OFF-PA-10004285,43,1.17,368.6
2015-01-01,OFF-AP-10001391,57,1.5,380.0
2015-01-01,TEC-PH-10001944,51,1.87,382.5
2015-01-01,OFF-PA-10001776,44,1.04,424.3
2015-01-01,TEC-AC-10004145,86,2.89,416.1
2015-01-01,OFF-PA-10003919,31,0.67,465.0
2015-01-01,OFF-PA-10002001,0,1.0,0.0
2015-01-01,OFF-PA-10002787,39,0.9,431.1
2015-01-01,OFF-ST-10003123,37,0.96,386.1
2015-01-01,FUR-FU-10000308,52,3.03,360.0
2015-01-01,TEC-CO-10003763,68,2.22,429.5
2015-01-01,FUR-TA-10001866,26,1.4,390.0
2015-01-01,OFF-AP-10002222,49,1.08,452.3
2015-01-01,OFF-PA-10003971,44,1.11,396.0
2015-01-01,OFF-AP-10004036,55,1.33,412.5
2015-01-01,OFF-AP-10002287,75,1.83,409.1
2015-01-01,FUR-TA-10001950,58,3.32,366.3
2015-01-01,TEC-PH-10001527,27,1.0,378.0
2015-01-01,TEC-AC-10003095,42,1.32,444.7
2015-01-01,TEC-AC-10000358,50,1.87,375.0
2015-01-01,OFF-EN-10004147,42,1.0,420.0
2015-01-01,FUR-FU-10001468,76,4.38,364.8
2015-01-01,OFF-PA-10000380,71,1.76,403.0
2015-01-01,OFF-AP-10000026,92,2.25,408.9
2015-01-01,OFF-PA-10003936,44,1.08,406.2
2015-01-01,FUR-FU-10002501,81,4.55,373.8
2015-01-01,OFF-AP-10001205,59,1.58,372.6
2015-01-01,OFF-BI-10004141,33,0.92,360.0
2015-01-01,OFF-BI-10000632,46,1.27,363.2
2015-01-01,TEC-AC-10004864,27,0.93,405.0
2015-01-01,TEC-MA-10000597,36,1.17,432.0
2015-01-01,OFF-PA-10002960,83,2.33,355.7
2015-01-01,OFF-PA-10000919,48,1.33,360.0
2015-01-01,OFF-BI-10001553,34,0.92,370.9
2015-01-01,OFF-AP-10004540,49,1.08,452.3
2015-01-01,FUR-CH-10001714,33,1.82,380.8
2015-01-01,FUR-FU-10002298,63,3.36,393.8
2015-01-01,OFF-AR-10000315,38,0.89,427.5
2015-01-01,OFF-FA-10000936,55,1.58,347.4
2015-01-01,OFF-SU-10004768,31,0.78,398.6
2015-01-01,OFF-PA-10002581,54,1.67,324.0
2015-01-01,OFF-AP-10002403,47,1.17,402.9
2015-01-01,OFF-AR-10003087,72,1.67,432.0
2015-01-01,TEC-PH-10000141,59,1.71,482.7
2015-01-01,TEC-CO-10000971,43,1.49,403.1
2015-01-01,OFF-FA-10001229,41,1.0,410.0
2015-01-01,OFF-BI-10002437,47,1.0,470.0
2015-01-01,OFF-PA-10004255,97,2.17,447.7
2015-01-01,OFF-PA-10001184,61,1.6,381.2
2015-01-01,TEC-AC-10002637,63,2.05,429.5
2015-01-01,FUR-BO-10000780,58,3.08,395.5
2015-01-01,TEC-PH-10003072,64,2.33,384.0
2015-01-01,TEC-MA-10000112,145,4.67,435.0
2015-01-01,TEC-AC-10004171,56,2.26,347.6
2015-01-01,FUR-TA-10002645,64,3.5,384.0
2015-01-01,OFF-BI-10003784,48,1.25,384.0
2015-01-01,OFF-BI-10001617,67,1.73,386.5
2015-01-01,FUR-CH-10002439,58,4.34,280.6
2015-01-01,OFF-AP-10003057,72,1.56,462.9
2015-01-01,FUR-TA-10000849,40,2.28,369.2
2015-01-01,OFF-EN-10002973,54,1.33,405.0
2015-01-01,OFF-BI-10003963,72,1.78,405.0
2015-01-01,OFF-LA-10000081,50,1.17,428.6
2015-01-01,OFF-PA-10000726,71,1.58,448.4
2015-01-01,OFF-PA-10004983,51,1.28,399.1
2015-01-01,FUR-FU-10002107,53,3.32,334.7
2015-01-01,FUR-CH-10001190,45,2.33,405.0
2015-01-01,TEC-AC-10000682,55,1.87,412.5
2015-01-01,OFF-LA-10004545,54,1.33,405.0
2015-01-01,OFF-SU-10002557,23,0.5,460.0
2015-01-01,TEC-PH-10000912,47,1.87,352.5
2015-01-01,OFF-ST-10001837,59,1.48,399.7
2015-01-01,OFF-AR-10001473,39,1.11,351.0
2015-01-01,TEC-PH-10001835,55,2.18,353.6
2015-01-01,OFF-PA-10002245,50,1.5,333.3
2015-01-01,OFF-EN-10004483,50,1.52,328.1
2015-01-01,OFF-SU-10000151,72,1.83,392.7
2015-01-01,OFF-AP-10001293,48,1.43,336.0
2015-01-01,TEC-PH-10000675,36,1.4,360.0
2015-01-01,OFF-ST-10003470,47,1.39,338.4
2015-01-01,OFF-LA-10004559,58,1.33,435.0
2015-01-01,OFF-AP-10002651,83,2.07,401.6
2015-01-01,TEC-AC-10002550,44,1.8,342.2
2015-01-01,OFF-BI-10000829,72,1.78,405.0
2015-01-01,TEC-PH-10002555,63,2.02,436.2
2015-01-01,FUR-BO-10003450,69,3.27,443.6
2015-01-01,FUR-FU-10004665,55,2.8,412.5
2015-01-01,TEC-PH-10000369,62,2.22,391.6
2015-01-01,TEC-AC-10001590,38,1.17,456.0
2015-01-01,FUR-FU-10004909,55,3.15,366.7
2015-01-01,FUR-BO-10004357,81,3.97,428.8
2015-01-01,TEC-AC-10000387,31,0.93,465.0
2015-01-01,OFF-BI-10001308,54,1.43,378.0
2015-01-01,OFF-AP-10002734,38,1.0,380.0
2015-01-01,FUR-FU-10004587,64,3.5,384.0
2015-01-01,TEC-PH-10004833,78,3.03,360.0
2015-01-01,FUR-FU-10001847,41,2.1,410.0
2015-01-01,FUR-FU-10002045,70,3.97,370.6
2015-01-01,FUR-FU-10004671,38,1.96,407.1
2015-01-01,FUR-TA-10003569,48,2.94,342.9
2015-01-01,OFF-PA-10001752,32,0.78,411.4
2015-01-01,TEC-MA-10003356,38,1.17,456.0
2015-01-01,OFF-AR-10003727,58,1.42,409.4
2015-01-01,TEC-AC-10001635,54,2.33,324.0
2015-01-01,OFF-LA-10003663,58,1.44,401.5
2015-01-01,TEC-CO-10004722,55,1.87,412.5
2015-01-01,TEC-MA-10002210,65,2.33,390.0
2015-01-01,OFF-BI-10003196,55,1.42,388.2
2015-01-01,FUR-CH-10002017,42,2.1,420.0
2015-01-01,FUR-FU-10003829,55,2.8,412.5
2015-01-01,OFF-PA-10000697,57,1.33,427.5
2015-01-01,OFF-AR-10004691,37,0.89,416.3
2015-01-01,OFF-BI-10000948,46,1.13,405.9
2015-01-01,OFF-PA-10000223,40,1.17,342.9
2015-01-01,OFF-PA-10000062,48,1.22,392.7
2015-01-01,FUR-BO-10003404,66,3.5,396.0
2015-01-01,OFF-BI-10004233,68,1.61,422.1
2015-01-01,TEC-PH-10002834,82,2.68,427.8
2015-01-01,FUR-CH-10003761,47,2.8,352.5
2015-01-01,OFF-PA-10004665,52,1.33,390.0
2015-01-01,OFF-BI-10001196,52,1.42,367.1
2015-01-01,TEC-MA-10002981,38,1.4,380.0
2015-01-01,TEC-PH-10003601,36,1.4,360.0
2015-01-01,OFF-BI-10002003,78,1.8,433.3
2015-01-01,OFF-PA-10003016,49,1.6,306.2
2015-01-01,OFF-PA-10002246,46,1.22,376.4
2015-01-01,TEC-PH-10002890,43,1.63,368.6
2015-01-01,TEC-MA-10003626,75,2.8,375.0
2015-01-01,TEC-MA-10002412,73,2.8,365.0
2015-01-01,OFF-AR-10003183,39,1.0,390.0
2015-01-01,OFF-PA-10002319,31,0.89,348.8
2015-01-01,OFF-PA-10001246,46,1.17,394.3
2015-01-01,OFF-PA-10001815,51,1.33,382.5
2015-01-01,FUR-FU-10001876,34,2.2,324.5
2015-01-01,TEC-PH-10000673,59,2.33,354.0
2015-01-01,TEC-PH-10002075,39,1.4,390.0
2015-01-01,TEC-PH-10003691,51,2.1,340.0
2015-01-01,OFF-SU-10000157,36,1.14,315.0
2015-01-01,TEC-AC-10004227,46,2.07,311.6
2015-01-01,TEC-AC-10004127,54,1.87,405.0
2015-01-01,FUR-CH-10002758,43,2.45,368.6
2015-01-01,OFF-ST-10000532,51,1.72,296.1
2015-01-01,TEC-AC-10003709,46,1.96,328.6
2015-01-01,OFF-BI-10003166,54,1.28,422.6
2015-01-01,OFF-ST-10004835,39,0.89,438.8
2015-01-01,OFF-AP-10000159,68,1.67,408.0
2015-01-01,OFF-AP-10001242,48,1.13,423.5
2015-01-01,TEC-AC-10003433,38,1.21,438.5
2015-01-01,TEC-PH-10003187,33,1.05,440.0
2015-01-01,OFF-FA-10002763,57,1.39,410.4
2015-01-01,OFF-PA-10004239,42,1.0,420.0
2015-01-01,OFF-PA-10004782,42,1.11,378.0
2015-01-01,FUR-FU-10001185,73,3.92,391.1
2015-01-01,OFF-PA-10003270,45,1.5,300.0
2015-01-01,OFF-PA-10002421,65,1.67,390.0
2015-01-01,OFF-PA-10002923,23,0.72,318.5
2015-01-01,OFF-ST-10001128,40,1.44,276.9
2015-01-01,OFF-PA-10000520,56,1.27,442.1
2015-01-01,FUR-FU-10003832,59,2.98,416.5
2015-01-01,FUR-FU-10000409,28,1.63,360.0
2015-01-01,TEC-PH-10004389,73,2.57,398.2
2015-01-01,OFF-SU-10000946,60,1.75,342.9
2015-01-01,FUR-FU-10001546,30,1.75,360.0
2015-01-01,OFF-PA-10000791,60,1.44,415.4
2015-01-01,OFF-PA-10003739,31,0.67,465.0
2015-01-01,FUR-FU-10000771,74,3.85,403.6
2015-01-01,OFF-ST-10002615,61,1.79,340.5
2015-01-01,OFF-PA-10000327,55,1.56,353.6
2015-01-01,OFF-EN-10003286,64,1.67,384.0
2015-01-01,OFF-AR-10003772,30,0.83,360.0
2015-01-01,OFF-AR-10003338,41,1.0,410.0
2015-01-01,FUR-FU-10002116,39,2.1,390.0
2015-01-01,FUR-CH-10000422,58,3.4,358.2
2015-01-01,FUR-FU-10002685,22,1.05,440.0
2015-01-01,FUR-FU-10004963,62,3.08,422.7
2015-01-01,OFF-BI-10000174,71,1.96,362.6
2015-01-01,FUR-CH-10004875,37,1.98,391.8
2015-01-01,FUR-FU-10000305,35,1.63,450.0
2015-01-01,TEC-PH-10001459,112,3.64,430.8
2015-01-01,FUR-FU-10002445,39,2.0,409.5
2015-01-01,OFF-PA-10000213,64,1.78,360.0
2015-01-01,FUR-CH-10001797,63,4.55,290.8
2015-01-01,OFF-PA-10003848,55,1.24,444.2
2015-01-01,FUR-FU-10000755,111,5.25,444.0
2015-01-01,FUR-FU-10000550,32,2.22,303.2
2015-01-01,TEC-MA-10004521,36,1.4,360.0
2015-01-01,OFF-BI-10003655,74,1.83,403.6
2015-01-01,OFF-AP-10003779,30,0.67,450.0
2015-01-01,OFF-FA-10002701,50,1.33,375.0
2015-01-01,OFF-BI-10002799,90,2.22,405.0
2015-01-01,OFF-AR-10003582,44,1.11,396.0
2015-01-01,FUR-FU-10004666,40,2.33,360.0
2015-01-01,OFF-EN-10002312,38,0.89,427.5
2015-01-01,FUR-CH-10002320,59,3.27,379.3
2015-01-01,OFF-AR-10001216,44,1.11,396.0
2015-01-01,FUR-FU-10003247,61,2.94,435.7
2015-01-01,FUR-TA-10003837,34,1.75,408.0
2015-01-01,TEC-PH-10002350,36,1.17,432.0
2015-01-01,TEC-AC-10000397,62,1.87,465.0
2015-01-01,TEC-AC-10004001,65,2.33,390.0
2015-01-01,OFF-PA-10001534,57,1.4,407.1
2015-01-01,FUR-FU-10002379,56,2.8,420.0
2015-01-01,TEC-PH-10000526,68,2.52,377.8
2015-01-01,OFF-PA-10001977,30,0.75,400.0
2015-01-01,FUR-BO-10003660,22,0.93,495.0
2015-01-01,OFF-BI-10001267,63,1.67,378.0
2015-01-01,OFF-PA-10002741,84,2.0,420.0
2015-01-01,OFF-PA-10001471,53,1.33,397.5
2015-01-01,TEC-MA-10001972,34,1.12,425.0
2015-01-01,FUR-FU-10003464,48,2.57,392.7
2015-01-01,OFF-PA-10004438,45,1.11,405.0
2015-01-01,FUR-FU-10004586,32,1.68,400.0
2015-01-01,TEC-PH-10004908,46,1.94,331.2
2015-01-01,FUR-CH-10004495,41,2.28,378.5
2015-01-01,TEC-MA-10000418,45,1.4,450.0
2015-01-01,OFF-BI-10004600,36,1.28,281.7
2015-01-01,OFF-BI-10004040,65,1.75,371.4
2015-01-01,OFF-AR-10001615,48,1.19,403.2
2015-01-01,TEC-PH-10001299,35,1.4,350.0
2015-01-01,OFF-AR-10004260,106,2.33,454.3
2015-01-01,OFF-EN-10004773,41,1.25,328.0
2015-01-01,OFF-BI-10001787,53,1.42,374.1
2015-01-01,OFF-ST-10002957,42,1.07,393.8
2015-01-01,OFF-FA-10001883,84,2.25,373.3
2015-01-01,TEC-PH-10001644,56,1.87,420.0
2015-01-01,OFF-LA-10000407,62,1.67,372.0
2015-01-01,TEC-AC-10000420,73,2.45,417.1
2015-01-01,OFF-EN-10004846,47,1.44,325.4
2015-01-01,OFF-SU-10003567,56,1.42,395.3
2015-01-01,OFF-ST-10002301,28,0.78,360.0
2015-01-01,TEC-PH-10003095,56,1.8,435.6
2015-01-01,TEC-PH-10004912,47,1.71,384.5
2015-01-01,OFF-AR-10000799,50,1.17,428.6
2015-01-01,OFF-PA-10004609,45,1.17,385.7
2015-01-01,TEC-PH-10003171,44,1.49,412.5
2015-01-01,OFF-AP-10000595,36,0.83,432.0
2015-01-01,TEC-AC-10003399,27,1.4,270.0
2015-01-01,TEC-MA-10002428,81,2.64,428.8
2015-01-01,TEC-PH-10001128,54,2.45,308.6
2015-01-01,OFF-PA-10001033,42,1.26,333.5
2015-01-01,TEC-AC-10000474,55,1.98,388.2
2015-01-01,FUR-FU-10002963,31,1.4,465.0
2015-01-01,FUR-FU-10000193,42,2.33,378.0
2015-01-01,OFF-BI-10000962,61,1.71,355.8
2015-01-01,OFF-AP-10002867,52,1.25,416.0
2015-01-01,FUR-BO-10002916,42,2.62,336.0
2015-01-01,FUR-TA-10004152,57,2.8,427.5
2015-01-01,FUR-FU-10000672,58,3.08,395.5
2015-01-01,FUR-BO-10002598,55,2.66,434.2
2015-01-01,OFF-PA-10004610,60,1.44,415.4
2015-01-01,FUR-FU-10000320,63,3.5,378.0
2015-01-01,FUR-CH-10003535,52,2.68,407.0
2015-01-01,FUR-FU-10003919,39,2.1,390.0
2015-01-01,OFF-PA-10000174,45,1.2,375.0
2015-01-01,FUR-FU-10002703,29,1.4,435.0
2015-01-01,TEC-PH-10002415,34,1.09,437.1
2015-01-01,OFF-AR-10000657,50,1.47,340.9
2015-01-01,OFF-PA-10004996,46,1.17,394.3
2015-01-01,OFF-PA-10003363,58,1.42,409.4
2015-01-01,TEC-AC-10002305,54,2.02,373.8
2015-01-01,TEC-AC-10000990,71,2.57,387.3
2015-01-01,FUR-BO-10001608,70,4.2,350.0
2015-01-01,FUR-BO-10000112,0,2.1,0.0
2015-01-01,TEC-PH-10004120,58,2.02,401.5
2015-01-01,OFF-BI-10003476,65,1.75,371.4
2015-01-01,TEC-MA-10002859,74,2.57,403.6
2015-01-01,OFF-AP-10001947,70,1.72,406.5
2015-01-01,OFF-LA-10001982,51,1.33,382.5
2015-01-01,TEC-PH-10003484,59,2.49,331.9
2015-01-01,OFF-PA-10000007,72,1.83,392.7
2015-01-01,OFF-PA-10000552,44,1.0,440.0
2015-01-01,OFF-AR-10004062,74,1.67,444.0
2015-01-01,OFF-ST-10000321,32,0.73,436.4
2015-01-01,TEC-AC-10002134,46,1.87,345.0
2015-01-01,TEC-PH-10004071,73,2.33,438.0
2015-01-01,OFF-PA-10004039,27,0.75,360.0
2015-01-01,OFF-AR-10001725,23,0.67,345.0
2015-01-01,OFF-AR-10004269,68,1.6,425.0
2015-01-01,OFF-BI-10003007,55,1.38,398.3
2015-01-01,OFF-SU-10002522,30,0.8,375.0
2015-01-01,TEC-AC-10004859,64,2.8,320.0
2015-01-01,TEC-AC-10002558,50,1.87,375.0
2015-01-01,FUR-FU-10001731,54,3.24,350.3
2015-01-01,OFF-SU-10004782,51,1.14,446.2
2015-01-01,OFF-SU-10000432,40,1.25,320.0
2015-01-01,OFF-LA-10004409,50,1.67,300.0
2015-01-01,OFF-ST-10001031,41,1.17,351.4
2015-01-01,OFF-LA-10000476,36,0.83,432.0
2015-01-01,OFF-AR-10002987,51,1.22,417.3
2015-01-01,TEC-CO-10001571,21,0.78,378.0
2015-01-01,FUR-FU-10003026,45,2.1,450.0
2015-01-01,OFF-ST-10001034,61,1.67,366.0
2015-01-01,TEC-AC-10000521,29,0.93,435.0
2015-01-01,OFF-SU-10003002,27,0.67,405.0
2015-01-01,TEC-PH-10000730,49,1.87,367.5
2015-01-01,FUR-CH-10004983,82,4.34,396.8
2015-01-01,OFF-FA-10001332,43,1.0,430.0
2015-01-01,TEC-AC-10001874,42,1.71,343.6
2015-01-01,OFF-BI-10000494,20,0.5,400.0
2015-01-01,FUR-TA-10003469,32,1.68,400.0
2015-01-01,OFF-AR-10003179,44,1.56,282.9
2015-01-01,FUR-CH-10003606,23,0.7,690.0
2015-01-01,FUR-CH-10003298,44,2.6,355.4
2015-01-01,OFF-LA-10003537,38,0.83,456.0
2015-01-01,OFF-PA-10000069,59,1.44,408.5
2015-01-01,OFF-PA-10004733,52,1.44,360.0
2015-01-01,TEC-AC-10004814,39,1.4,390.0
